umap1,umap2,metric,quartile
-1.6518,8.313031,0.106,3
-0.1765443,-1.1790469,-0.025,0
-3.0403922,-3.09622,0.019,1
18.264101,7.961042,0.0,0
2.5668988,-5.8884273,0.095,2
-1.4391924,11.746191,0.134,3
-4.1406727,6.5910473,0.114,3
-3.4249814,-2.4253347,0.058,1
18.727142,7.879709,0.0,0
18.481749,8.100933,0.0,0
18.468756,7.9289083,0.0,0
-2.7833183,5.2812867,0.078,2
-0.8000455,0.5269656,0.055,1
-1.0193741,1.6475111,0.022,1
-0.010251453,-4.247573,-0.349,0
1.8029134,-3.643439,0.007,1
18.559437,8.1298685,0.0,0
0.58670205,-6.3307366,0.008,1
18.468868,7.7514124,0.0,0
18.740416,8.009714,0.0,0
18.624008,7.9385037,0.0,0
0.057373352,8.347244,0.074,2
1.7326505,12.209164,0.155,3
1.2133664,14.124203,0.169,3
-2.386127,1.9083046,0.08,2
-0.08751686,13.146602,0.097,2
-0.26409397,12.734667,0.121,3
-4.149212,4.9581933,0.078,2
-0.48460266,6.846817,0.073,2
-3.2916489,3.364931,0.026,1
0.29080486,14.697415,0.09,2
-2.897592,-0.6079559,0.074,2
-1.859687,10.038433,0.079,2
0.24859354,13.492437,0.116,3
-0.056020103,10.982383,0.121,3
1.2778319,5.827304,0.085,2
-0.2608828,-4.7000847,-0.197,0
-4.358471,-1.6703063,0.047,1
-0.82305276,8.366227,0.064,2
1.299117,13.878132,0.112,3
1.096307,9.248422,0.113,3
-0.31598082,-6.532747,-0.166,0
-0.91212493,-0.9654881,0.032,1
-1.6192992,-0.3420277,-0.039,0
-1.0855982,2.6294484,0.047,1
0.07432258,11.886732,0.116,3
1.3930137,10.7907505,0.114,3
-3.3288863,12.02907,0.057,1
-0.14550549,15.2710905,0.14,3
-2.3152637,9.512097,0.041,1
-2.3243284,12.5402975,0.127,3
0.3507392,-4.838825,-0.021,0
-1.6955767,-0.26769757,0.0,0
-2.7108352,-2.035581,0.025,1
-4.021253,6.2931476,0.054,1
-1.5179482,1.4697701,-0.038,0
-0.9575997,-1.0731788,-0.1,0
-0.49141118,10.880403,0.142,3
18.286024,8.301435,0.0,0
-2.7312157,13.23345,0.047,1
-0.6884998,-2.7125983,-0.001,0
-3.302884,8.096373,0.084,2
18.370758,7.9117723,0.0,0
18.577667,8.10825,0.0,0
1.5600669,-6.57194,0.096,2
-3.3550313,-1.886451,0.062,2
18.35258,8.085663,0.0,0
-0.098807886,0.7472169,0.017,1
1.0492986,-4.5092063,-0.002,0
0.39648166,-5.2819777,0.027,1
2.6860938,-5.77992,0.074,2
18.491482,8.115621,0.0,0
1.2153931,6.658851,0.088,2
-0.9835951,-1.7106416,-0.051,0
18.466946,7.9748473,0.0,0
18.639723,7.832696,0.0,0
0.97214395,-4.93792,0.034,1
18.578444,7.952612,0.0,0
-0.23440215,10.135193,0.2,3
-2.922125,0.40603623,0.02,1
-0.318137,12.949202,0.103,3
0.47391942,10.803847,0.105,3
-1.0468775,-1.5383765,-0.039,0
-1.2520765,1.2629827,0.0,0
1.2137332,11.738371,0.139,3
0.87992305,8.113313,0.103,3
0.9551739,12.388735,0.169,3
-0.07280329,12.863684,0.086,2
-1.2961307,8.39474,0.046,1
1.4928144,5.8703437,0.032,1
-2.4986794,0.83016104,0.026,1
-3.9617777,7.361562,0.077,2
-3.6754782,5.0818086,0.074,2
-3.173622,3.998229,0.059,1
-3.921234,7.1668773,0.034,1
0.9952084,-6.9211717,0.041,1
0.3249347,-5.1699095,-0.027,0
-3.7073312,5.186958,0.013,1
-3.3545127,0.5803037,0.032,1
-3.3572903,4.326882,0.056,1
-0.21282527,13.119741,0.096,2
-0.48508352,7.379982,0.098,3
-0.09068356,0.18111551,0.003,1
-1.834483,12.517531,0.069,2
-1.7186596,0.96560544,-0.03,0
-2.732709,5.2094975,0.061,2
18.49276,8.212129,0.0,0
-4.0036197,7.536937,0.068,2
0.019689053,-4.5678945,-0.004,0
-0.85171235,0.069466114,0.035,1
1.1939782,6.966364,0.097,2
1.4682815,12.202488,0.143,3
18.345865,7.8601933,0.0,0
-2.6473835,0.86351573,0.059,1
-0.38737297,-4.951542,-0.011,0
18.226715,7.648991,0.0,0
-0.900162,2.3968875,0.031,1
