umap1,umap2,metric,quartile
-0.20505503,11.348592,66.1,3
-2.5837042,8.641174,27.1,3
-0.7315,7.488701,23.3,3
-2.203387,8.569848,32.8,3
-2.3051257,11.696313,29.9,3
-3.4414573,9.645219,24.0,3
-4.0250816,8.015945,22.8,3
-2.1842968,7.395001,24.4,3
-0.39135924,7.394789,40.7,3
-1.4822645,7.1595573,26.6,3
-3.706027,9.184962,23.8,3
-0.5661932,7.586354,30.4,3
-2.995353,9.018102,24.5,3
-2.3977525,1.8698528,28.9,3
-2.4502,9.416636,34.6,3
-2.955748,9.412876,33.3,3
-0.28594342,6.8892226,26.1,3
-3.8748631,9.155745,24.2,3
-3.0924408,9.543958,35.1,3
-3.5084398,9.679987,29.0,3
-0.40007663,7.409901,35.4,3
-2.57223,7.0118628,28.1,3
-1.0609144,7.2611055,34.9,3
-1.5510223,7.089536,24.6,3
-3.7936513,9.729103,29.0,3
-3.872102,9.897056,26.3,3
-3.0359712,6.8331194,24.6,3
2.532239,-4.0719647,24.8,3
